transaction_id,card_id,bin,brand,card_type,home_country,merchant_id,mcc,merchant_country,amount,currency,card_present,timestamp,device_id,ip_country,ip_address,auth_result,is_fraud_pattern,fraud_scenario,chargeback,device_unique_cards,small_cnp_tx_count,risk_score,triggered_rules
tx_3690,card_635,530000,Mastercard,prepaid,FR,m_81,4816,DE,104.52,USD,False,2025-11-29 12:27:55.680621,device_760,FR,51.198.10.174,declined,0,,0,2,1,0,
tx_3691,card_734,400100,Visa,debit,BR,m_222,4816,AU,42.17,USD,False,2025-11-05 01:30:58.680621,device_1329,BR,101.232.184.153,approved,0,,0,2,0,0,
tx_3692,card_48,400100,Visa,debit,GB,m_122,4816,MX,122.58,USD,False,2025-11-23 07:08:34.680621,device_3388,GB,51.53.55.26,approved,0,,0,3,0,0,
tx_3693,card_127,520000,Mastercard,debit,AU,m_44,6011,US,84.82,USD,False,2025-12-02 21:23:23.680621,device_3873,AU,101.230.185.148,approved,0,,0,5,0,15,shared_device_many_cards
tx_3694,card_788,530000,Mastercard,prepaid,DE,m_114,5732,BR,461.2,USD,False,2025-11-11 01:00:56.680621,device_3427,DE,51.76.233.77,approved,0,,0,5,0,15,shared_device_many_cards
tx_3695,card_501,400000,Visa,credit,MX,m_230,6051,DE,286.04,USD,False,2025-10-24 02:41:39.680621,device_3174,MX,101.107.151.172,approved,0,,0,4,0,0,
tx_3696,card_860,510000,Mastercard,credit,AU,m_161,4814,CA,196.92,USD,True,2025-10-10 08:31:54.680621,device_1665,AU,101.132.194.178,approved,0,,0,3,0,0,
tx_3697,card_1176,400100,Visa,debit,BR,m_129,5411,CA,17.11,USD,False,2025-10-09 01:29:27.680621,device_3555,BR,101.93.208.34,approved,0,,0,4,0,0,
tx_3698,card_1056,370000,Amex,credit,GB,m_155,5732,US,371.8,USD,True,2025-10-20 18:59:46.680621,device_3357,GB,51.243.17.226,approved,0,,0,2,0,0,
tx_3699,card_363,370000,Amex,credit,DE,m_209,6051,MX,164.28,USD,False,2025-11-19 17:49:52.680621,device_3738,DE,51.191.239.20,approved,0,,0,3,0,0,
tx_3700,card_146,370000,Amex,credit,GB,m_179,6051,CA,818.94,USD,False,2025-10-27 20:52:28.680621,device_4666,GB,51.73.192.114,approved,0,,0,1,0,25,high_amount_cnp
tx_3701,card_68,400100,Visa,debit,US,m_218,6051,AU,280.02,USD,False,2025-11-25 05:00:30.680621,device_3838,US,23.227.35.43,approved,0,,0,2,0,0,
tx_3702,card_451,400100,Visa,debit,FR,m_119,6051,AU,151.22,USD,False,2025-10-13 07:28:26.680621,device_3587,FR,51.183.63.66,approved,0,,0,4,0,0,
tx_3703,card_2,400000,Visa,credit,DE,m_104,7995,CA,855.15,USD,False,2025-11-30 17:35:10.680621,device_4892,DE,51.16.208.85,approved,0,,0,5,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3704,card_626,400000,Visa,credit,AU,m_174,7995,US,175.78,USD,False,2025-11-04 20:38:42.680621,device_1653,AU,101.98.123.26,approved,0,,0,5,0,15,shared_device_many_cards
tx_3705,card_13,510000,Mastercard,credit,DE,m_92,5411,MX,60.37,USD,False,2025-10-28 21:28:06.680621,device_4829,DE,51.129.143.194,approved,0,,0,3,0,0,
tx_3706,card_357,400100,Visa,debit,CA,m_146,5999,CA,100.77,USD,True,2025-11-15 21:37:21.680621,device_226,MX,101.193.132.116,approved,0,,0,2,0,0,
tx_3707,card_957,400100,Visa,debit,BR,m_11,7995,US,447.22,USD,False,2025-10-08 04:16:57.680621,device_3268,BR,101.66.97.174,approved,0,,0,5,0,15,shared_device_many_cards
tx_3708,card_783,510000,Mastercard,credit,MX,m_245,4816,FR,199.46,USD,False,2025-11-19 10:41:52.680621,device_4405,MX,101.165.71.156,approved,0,,0,1,0,0,
tx_3709,card_470,510000,Mastercard,credit,DE,m_229,6011,CA,259.4,USD,True,2025-11-26 01:37:15.680621,device_2816,DE,51.24.16.195,approved,0,,0,4,0,0,
tx_3710,card_877,400000,Visa,credit,DE,m_152,5999,DE,166.75,USD,False,2025-11-02 16:10:23.680621,device_2080,DE,51.172.147.245,approved,0,,0,3,0,0,
tx_3711,card_1019,510000,Mastercard,credit,BR,m_117,6051,AU,963.27,USD,False,2025-11-10 00:39:50.680621,device_2011,BR,101.5.131.85,approved,1,high_amount_cnp,0,7,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3712,card_220,400100,Visa,debit,GB,m_195,4816,CA,220.55,USD,False,2025-11-12 02:41:10.680621,device_2868,GB,51.73.3.165,declined,0,,0,4,0,0,
tx_3713,card_1058,520000,Mastercard,debit,GB,m_101,7995,GB,578.26,USD,False,2025-10-31 23:48:54.680621,device_3638,GB,51.154.67.186,approved,0,,0,2,0,25,high_amount_cnp
tx_3714,card_122,400000,Visa,credit,CA,m_232,5732,MX,94.87,USD,True,2025-10-10 20:29:45.680621,device_3930,CA,23.217.228.203,approved,0,,0,3,0,0,
tx_3715,card_905,510000,Mastercard,credit,AU,m_214,5732,CA,422.73,USD,True,2025-10-25 11:19:57.680621,device_345,CA,23.66.86.62,approved,0,,0,3,0,0,
tx_3716,card_510,510000,Mastercard,credit,BR,m_99,4816,US,248.18,USD,False,2025-11-01 03:22:08.680621,device_616,BR,101.17.47.166,approved,0,,0,6,0,15,shared_device_many_cards
tx_3717,card_376,520000,Mastercard,debit,CA,m_221,7995,BR,36.71,USD,False,2025-12-01 08:13:44.680621,device_3288,CA,23.106.67.241,declined,0,,0,4,0,0,
tx_3718,card_395,530000,Mastercard,prepaid,US,m_139,5968,FR,215.06,USD,False,2025-12-01 21:27:32.680621,device_4297,US,23.254.103.39,approved,0,,0,5,0,15,shared_device_many_cards
tx_3719,card_638,400100,Visa,debit,CA,m_57,5999,MX,240.19,USD,True,2025-10-23 05:55:23.680621,device_2538,CA,23.209.88.57,approved,0,,0,5,0,15,shared_device_many_cards
tx_3720,card_1038,400100,Visa,debit,US,m_136,5968,CA,88.59,USD,False,2025-11-22 23:09:04.680621,device_4731,US,23.153.58.218,approved,0,,0,4,1,0,
tx_3721,card_820,400100,Visa,debit,FR,m_140,6011,CA,51.36,USD,True,2025-10-26 20:35:18.680621,device_1498,FR,51.3.241.2,approved,0,,0,3,1,0,
tx_3722,card_757,370000,Amex,credit,MX,m_142,4816,MX,299.55,USD,False,2025-10-09 20:04:54.680621,device_2656,MX,101.21.91.249,approved,0,,0,2,0,0,
tx_3723,card_832,400100,Visa,debit,GB,m_228,7995,US,384.38,USD,False,2025-11-07 06:25:58.680621,device_2773,GB,51.76.10.75,approved,0,,0,2,0,0,
tx_3724,card_639,400100,Visa,debit,DE,m_75,4814,FR,211.18,USD,False,2025-10-08 07:21:32.680621,device_674,DE,51.250.184.152,approved,0,,0,3,0,0,
tx_3725,card_13,510000,Mastercard,credit,DE,m_58,4814,DE,221.04,USD,True,2025-11-03 07:45:42.680621,device_548,DE,51.255.70.34,approved,0,,0,3,0,0,
tx_3726,card_306,400100,Visa,debit,AU,m_162,6011,AU,222.41,USD,True,2025-11-03 01:51:52.680621,device_3325,AU,101.238.163.9,approved,0,,0,1,0,0,
tx_3727,card_125,400000,Visa,credit,FR,m_175,5999,AU,19.17,USD,False,2025-11-11 11:18:40.680621,device_1402,FR,51.229.129.141,approved,0,,0,3,0,0,
tx_3728,card_692,400100,Visa,debit,GB,m_188,5968,CA,37.23,USD,False,2025-10-24 12:55:31.680621,device_417,GB,51.203.28.246,approved,0,,0,4,0,0,
tx_3729,card_343,520000,Mastercard,debit,CA,m_83,4816,DE,228.24,USD,False,2025-11-28 20:30:34.680621,device_2799,CA,23.96.103.6,approved,0,,0,6,0,15,shared_device_many_cards
tx_3730,card_1106,400000,Visa,credit,US,m_141,5732,US,347.71,USD,False,2025-11-13 02:48:38.680621,device_4159,US,23.72.121.110,declined,0,,0,5,0,15,shared_device_many_cards
tx_3731,card_867,400100,Visa,debit,GB,m_41,6051,FR,475.02,USD,False,2025-11-15 14:04:29.680621,device_4382,GB,51.5.218.25,approved,0,,0,2,0,0,
tx_3732,card_485,400100,Visa,debit,AU,m_73,5411,AU,222.01,USD,False,2025-11-02 03:51:26.680621,device_2750,AU,101.78.117.68,approved,0,,0,3,0,0,
tx_3733,card_979,400100,Visa,debit,US,m_206,5999,BR,101.55,USD,False,2025-10-15 06:47:01.680621,device_2195,US,23.175.51.235,approved,0,,0,4,0,0,
tx_3734,card_668,520000,Mastercard,debit,AU,m_55,6011,BR,76.35,USD,True,2025-11-12 09:22:47.680621,device_363,AU,101.221.254.247,approved,0,,0,2,0,0,
tx_3735,card_831,370000,Amex,credit,AU,m_247,5411,GB,31.21,USD,False,2025-10-10 15:28:30.680621,device_1058,AU,101.66.23.61,approved,0,,0,4,0,0,
tx_3736,card_105,520000,Mastercard,debit,CA,m_2,6051,DE,719.53,USD,False,2025-12-01 13:16:54.680621,device_1268,CA,23.64.121.116,approved,0,,0,3,1,25,high_amount_cnp
tx_3737,card_716,520000,Mastercard,debit,US,m_144,4816,MX,158.23,USD,False,2025-10-22 11:01:24.680621,device_4630,US,23.1.137.101,approved,0,,0,3,0,0,
tx_3738,card_122,400000,Visa,credit,CA,m_153,4814,BR,134.34,USD,False,2025-12-03 19:12:02.680621,device_2790,CA,23.52.175.190,approved,0,,0,3,0,0,
tx_3739,card_555,520000,Mastercard,debit,BR,m_101,7995,GB,299.43,USD,False,2025-11-08 06:53:12.680621,device_1024,BR,101.108.227.42,approved,0,,0,5,0,15,shared_device_many_cards
tx_3740,card_84,400100,Visa,debit,CA,m_163,6011,AU,112.49,USD,True,2025-10-23 23:05:32.680621,device_159,CA,23.238.171.235,approved,0,,0,3,0,0,
tx_3741,card_1037,370000,Amex,credit,US,m_23,5999,US,122.39,USD,True,2025-10-18 16:51:25.680621,device_2538,US,23.153.239.121,approved,0,,0,5,0,15,shared_device_many_cards
tx_3742,card_487,400100,Visa,debit,DE,m_111,4814,DE,285.45,USD,False,2025-10-23 08:07:38.680621,device_3158,DE,51.40.121.35,approved,0,,0,1,1,0,
tx_3743,card_1141,520000,Mastercard,debit,FR,m_54,6051,AU,610.99,USD,False,2025-10-25 05:15:11.680621,device_2461,FR,51.240.230.120,approved,0,,0,4,0,25,high_amount_cnp
tx_3744,card_896,400100,Visa,debit,AU,m_19,4816,FR,104.94,USD,False,2025-11-19 02:46:08.680621,device_3778,FR,51.156.101.175,declined,1,geo_mismatch_cnp_high_risk_mcc,0,3,0,20,geo_mismatch_cnp
tx_3745,card_1016,510000,Mastercard,credit,BR,m_46,6011,BR,231.77,USD,False,2025-11-21 20:28:18.680621,device_4251,BR,101.192.185.243,approved,0,,0,3,0,0,
tx_3746,card_390,520000,Mastercard,debit,MX,m_59,5732,GB,476.13,USD,True,2025-11-16 09:11:30.680621,device_2519,MX,101.22.80.24,approved,0,,0,6,0,15,shared_device_many_cards
tx_3747,card_1124,400000,Visa,credit,MX,m_242,5411,AU,36.87,USD,False,2025-10-29 22:26:46.680621,device_2214,MX,101.9.151.64,approved,0,,0,3,0,0,
tx_3748,card_1028,370000,Amex,credit,BR,m_135,5732,AU,581.69,USD,True,2025-12-03 09:09:43.680621,device_3431,BR,101.15.25.146,declined,0,,0,7,0,25,"shared_device_many_cards,declined_high_amount"
tx_3749,card_428,520000,Mastercard,debit,GB,m_132,6011,FR,90.04,USD,True,2025-10-14 08:16:12.680621,device_3433,GB,51.247.116.244,approved,0,,0,3,0,0,
tx_3750,card_616,400100,Visa,debit,GB,m_125,7995,GB,907.95,USD,False,2025-11-17 06:23:39.680621,device_1045,GB,51.195.70.64,approved,0,,0,4,0,25,high_amount_cnp
tx_3751,card_874,400000,Visa,credit,CA,m_81,4816,DE,84.55,USD,False,2025-11-12 11:40:28.680621,device_2144,CA,23.16.113.211,approved,0,,0,4,0,0,
tx_3752,card_529,400100,Visa,debit,AU,m_107,4814,GB,263.41,USD,False,2025-10-30 09:00:43.680621,device_435,AU,101.43.137.30,approved,0,,0,5,0,15,shared_device_many_cards
tx_3753,card_94,510000,Mastercard,credit,BR,m_193,5968,BR,9.02,USD,False,2025-10-17 16:31:18.680621,device_2721,BR,101.123.55.58,approved,0,,0,2,1,0,
tx_3754,card_856,400100,Visa,debit,MX,m_195,4816,CA,94.67,USD,False,2025-11-21 15:03:14.680621,device_1511,MX,101.202.159.33,approved,0,,0,2,0,0,
tx_3755,card_761,370000,Amex,credit,MX,m_207,5968,CA,122.16,USD,False,2025-11-02 01:32:52.680621,device_4026,MX,101.168.215.6,declined,0,,0,4,0,0,
tx_3756,card_447,400000,Visa,credit,US,m_83,4816,DE,81.91,USD,False,2025-10-09 01:45:54.680621,device_539,US,23.64.114.111,approved,0,,0,1,0,0,
tx_3757,card_215,520000,Mastercard,debit,CA,m_133,4814,DE,9.19,USD,False,2025-12-06 06:13:16.680621,device_4322,CA,23.139.229.156,declined,0,,0,4,2,0,
tx_3758,card_1167,520000,Mastercard,debit,US,m_146,5999,CA,213.5,USD,True,2025-12-02 19:14:31.680621,device_4414,US,23.165.213.212,approved,0,,0,6,0,15,shared_device_many_cards
tx_3759,card_544,370000,Amex,credit,DE,m_99,4816,US,81.97,USD,False,2025-11-23 16:25:04.680621,device_3905,DE,51.42.180.127,approved,0,,0,1,0,0,
tx_3760,card_152,510000,Mastercard,credit,US,m_4,6051,GB,496.1,USD,False,2025-12-04 17:39:31.680621,device_163,US,23.85.220.83,approved,0,,0,2,0,0,
tx_3761,card_817,400100,Visa,debit,GB,m_241,4816,AU,84.13,USD,False,2025-11-06 04:44:37.680621,device_3810,GB,51.120.206.166,approved,0,,0,2,0,0,
tx_3762,card_913,400000,Visa,credit,CA,m_26,5732,CA,62.75,USD,True,2025-10-27 15:26:57.680621,device_1174,CA,23.8.19.28,approved,0,,0,7,0,15,shared_device_many_cards
tx_3763,card_1078,510000,Mastercard,credit,MX,m_61,4816,DE,75.09,USD,False,2025-11-18 22:17:48.680621,device_2463,BR,101.159.154.74,approved,0,,0,3,0,20,geo_mismatch_cnp
tx_3764,card_152,510000,Mastercard,credit,US,m_188,5968,CA,257.07,USD,False,2025-11-20 19:14:12.680621,device_4123,US,23.166.162.133,approved,0,,0,3,0,0,
tx_3765,card_542,530000,Mastercard,prepaid,MX,m_246,6011,MX,267.64,USD,False,2025-10-13 01:14:12.680621,device_2328,MX,101.127.63.205,approved,0,,0,3,1,0,
tx_3766,card_862,520000,Mastercard,debit,GB,m_74,5411,MX,234.84,USD,False,2025-12-05 01:57:36.680621,device_1177,GB,51.31.221.226,approved,0,,0,2,0,0,
tx_3767,card_214,400000,Visa,credit,FR,m_233,5411,AU,110.9,USD,False,2025-11-02 22:33:14.680621,device_4677,FR,51.100.156.118,approved,0,,0,4,0,0,
tx_3768,card_549,520000,Mastercard,debit,MX,m_211,5411,MX,30.5,USD,False,2025-11-15 19:32:54.680621,device_4813,MX,101.163.108.93,approved,0,,0,6,0,15,shared_device_many_cards
tx_3769,card_468,520000,Mastercard,debit,CA,m_184,7995,DE,345.08,USD,False,2025-11-10 14:55:02.680621,device_1430,CA,23.113.171.233,approved,0,,0,5,0,15,shared_device_many_cards
tx_3770,card_919,370000,Amex,credit,US,m_127,5411,US,10.41,USD,True,2025-11-26 13:29:18.680621,device_808,US,23.126.10.246,approved,0,,0,2,0,0,
tx_3771,card_830,520000,Mastercard,debit,MX,m_80,5732,US,619.53,USD,True,2025-11-10 00:04:04.680621,device_2037,MX,101.106.25.92,approved,0,,0,9,0,15,shared_device_many_cards
tx_3772,card_749,370000,Amex,credit,US,m_36,5411,AU,101.26,USD,False,2025-11-18 00:48:17.680621,device_2542,US,23.91.78.150,approved,0,,0,4,0,0,
tx_3773,card_740,510000,Mastercard,credit,BR,m_124,5968,AU,89.53,USD,False,2025-11-23 03:15:39.680621,device_2077,BR,101.191.97.234,approved,0,,0,3,0,0,
tx_3774,card_1048,510000,Mastercard,credit,US,m_43,4814,BR,119.79,USD,True,2025-10-31 10:10:29.680621,device_1886,US,23.165.37.204,approved,0,,0,4,0,0,
tx_3775,card_97,370000,Amex,credit,CA,m_134,4814,DE,265.4,USD,True,2025-11-01 02:02:40.680621,device_1082,CA,23.14.249.45,approved,0,,0,4,0,0,
tx_3776,card_177,510000,Mastercard,credit,DE,m_49,5732,CA,485.75,USD,True,2025-11-11 13:36:06.680621,device_2657,DE,51.255.27.136,approved,0,,0,5,0,15,shared_device_many_cards
tx_3777,card_27,520000,Mastercard,debit,AU,m_137,5999,GB,56.69,USD,False,2025-10-13 00:50:24.680621,device_2240,AU,101.153.174.201,approved,0,,0,4,0,0,
tx_3778,card_623,510000,Mastercard,credit,BR,m_241,4816,AU,121.34,USD,False,2025-11-06 14:53:17.680621,device_584,BR,101.80.190.190,approved,0,,0,2,0,0,
tx_3779,card_55,370000,Amex,credit,DE,m_91,4816,DE,215.25,USD,False,2025-10-16 11:02:05.680621,device_1079,DE,51.18.248.38,approved,0,,0,4,1,0,
tx_3780,card_1051,510000,Mastercard,credit,BR,m_112,6011,BR,183.46,USD,False,2025-11-01 04:12:26.680621,device_2829,BR,101.178.114.158,approved,0,,0,7,0,15,shared_device_many_cards
tx_3781,card_669,370000,Amex,credit,US,m_33,6051,AU,606.16,USD,False,2025-12-06 07:12:07.680621,device_2081,US,23.35.240.56,approved,0,,0,2,1,25,high_amount_cnp
tx_3782,card_1058,520000,Mastercard,debit,GB,m_202,5999,DE,166.27,USD,True,2025-11-25 05:29:51.680621,device_2573,GB,51.62.200.221,approved,0,,0,6,0,15,shared_device_many_cards
tx_3783,card_1184,510000,Mastercard,credit,US,m_222,4816,AU,117.34,USD,False,2025-10-30 08:16:43.680621,device_1423,US,23.67.142.209,declined,0,,0,4,0,0,
tx_3784,card_93,370000,Amex,credit,BR,m_22,7995,GB,361.25,USD,False,2025-10-31 20:12:12.680621,device_143,BR,101.220.61.210,approved,0,,0,3,0,0,
tx_3785,card_143,370000,Amex,credit,CA,m_192,6011,CA,128.63,USD,True,2025-10-15 04:21:05.680621,device_4395,CA,23.221.121.161,approved,0,,0,3,0,0,
tx_3786,card_546,400000,Visa,credit,MX,m_201,4814,MX,74.41,USD,True,2025-10-08 00:43:00.680621,device_3754,MX,101.37.160.21,approved,0,,0,4,0,0,
tx_3787,card_1088,400100,Visa,debit,AU,m_185,7995,BR,312.77,USD,False,2025-11-05 00:42:16.680621,device_1261,AU,101.197.183.215,approved,0,,0,2,0,0,
tx_3788,card_865,520000,Mastercard,debit,CA,m_123,5968,AU,51.33,USD,False,2025-12-04 18:51:56.680621,device_3649,CA,23.39.156.97,approved,0,,0,5,0,15,shared_device_many_cards
tx_3789,card_914,400100,Visa,debit,US,m_48,4816,DE,208.46,USD,False,2025-10-28 21:41:37.680621,device_3461,US,23.21.19.55,approved,0,,0,10,0,15,shared_device_many_cards
tx_3790,card_852,520000,Mastercard,debit,FR,m_24,6051,CA,575.19,USD,False,2025-10-12 05:44:32.680621,device_645,FR,51.213.49.25,approved,0,,0,3,0,25,high_amount_cnp
tx_3791,card_191,520000,Mastercard,debit,FR,m_148,6051,CA,784.58,USD,False,2025-10-28 23:30:17.680621,device_4915,FR,51.50.106.19,approved,1,high_amount_cnp,0,3,0,25,high_amount_cnp
tx_3792,card_955,400000,Visa,credit,FR,m_218,6051,AU,33.81,USD,False,2025-11-04 05:47:50.680621,device_3201,FR,51.197.124.58,approved,0,,0,4,0,0,
tx_3793,card_43,520000,Mastercard,debit,MX,m_232,5732,MX,120.16,USD,False,2025-11-26 07:13:53.680621,device_3876,MX,101.180.45.180,approved,0,,0,4,0,0,
tx_3794,card_1014,530000,Mastercard,prepaid,CA,m_94,5732,MX,430.74,USD,False,2025-12-04 19:25:13.680621,device_375,CA,23.18.195.171,declined,0,,0,4,0,10,declined_high_amount
tx_3795,card_786,510000,Mastercard,credit,MX,m_64,7995,BR,238.79,USD,False,2025-11-15 19:34:54.680621,device_4562,MX,101.82.194.245,approved,0,,0,3,1,0,
tx_3796,card_734,400100,Visa,debit,BR,m_50,7995,GB,377.58,USD,False,2025-10-25 01:14:42.680621,device_4293,BR,101.245.79.249,approved,0,,0,7,0,15,shared_device_many_cards
tx_3797,card_1155,370000,Amex,credit,BR,m_91,4816,DE,89.0,USD,False,2025-10-23 03:47:49.680621,device_15,BR,101.57.148.229,approved,0,,0,1,0,0,
tx_3798,card_163,510000,Mastercard,credit,FR,m_65,6011,GB,157.95,USD,True,2025-10-26 16:59:37.680621,device_3753,FR,51.215.144.9,approved,0,,0,2,0,0,
tx_3799,card_940,370000,Amex,credit,DE,m_198,5968,GB,297.19,USD,False,2025-11-22 05:01:26.680621,device_4226,DE,51.14.113.25,approved,0,,0,3,0,0,
tx_3800,card_103,510000,Mastercard,credit,MX,m_85,6051,CA,675.39,USD,False,2025-11-15 19:46:26.680621,device_4946,MX,101.190.52.130,approved,0,,0,4,0,25,high_amount_cnp
tx_3801,card_909,370000,Amex,credit,FR,m_210,7995,AU,940.58,USD,False,2025-11-10 14:43:49.680621,device_2327,FR,51.236.40.133,approved,0,,0,2,0,25,high_amount_cnp
tx_3802,card_664,400100,Visa,debit,MX,m_244,5968,CA,199.64,USD,False,2025-11-14 13:54:54.680621,device_3939,MX,101.18.222.194,approved,0,,0,6,0,15,shared_device_many_cards
tx_3803,card_920,370000,Amex,credit,GB,m_110,6011,MX,184.43,USD,False,2025-11-17 12:35:04.680621,device_3682,GB,51.172.251.51,approved,0,,0,4,0,0,
tx_3804,card_467,400100,Visa,debit,BR,m_162,6011,AU,250.95,USD,True,2025-11-06 12:01:49.680621,device_2903,FR,51.187.205.106,approved,0,,0,4,0,0,
tx_3805,card_335,510000,Mastercard,credit,US,m_23,5999,US,96.58,USD,False,2025-11-01 02:59:23.680621,device_733,US,23.224.107.75,approved,0,,0,5,0,15,shared_device_many_cards
tx_3806,card_83,370000,Amex,credit,US,m_80,5732,US,217.32,USD,True,2025-10-11 02:20:31.680621,device_1104,US,23.177.219.169,approved,0,,0,5,0,15,shared_device_many_cards
tx_3807,card_1108,400000,Visa,credit,DE,m_221,7995,BR,338.31,USD,False,2025-10-28 17:23:50.680621,device_1968,DE,51.244.246.123,approved,0,,0,2,0,0,
tx_3808,card_417,520000,Mastercard,debit,AU,m_95,5732,FR,368.94,USD,True,2025-10-27 09:05:21.680621,device_815,AU,101.246.55.82,approved,0,,0,6,0,15,shared_device_many_cards
tx_3809,card_120,400000,Visa,credit,US,m_236,6051,AU,631.26,USD,False,2025-11-17 07:31:17.680621,device_883,US,23.246.78.6,approved,0,,0,5,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3810,card_934,400000,Visa,credit,DE,m_68,7995,GB,452.8,USD,False,2025-10-18 00:04:22.680621,device_1177,DE,51.29.70.191,approved,0,,0,2,0,0,
tx_3811,card_674,370000,Amex,credit,GB,m_179,6051,CA,930.14,USD,False,2025-11-05 02:49:35.680621,device_2761,GB,51.175.151.16,approved,0,,0,2,0,25,high_amount_cnp
tx_3812,card_647,400000,Visa,credit,MX,m_184,7995,DE,237.18,USD,False,2025-11-26 04:57:31.680621,device_299,MX,101.106.253.205,approved,0,,0,9,0,15,shared_device_many_cards
tx_3813,card_733,400000,Visa,credit,US,m_12,5999,CA,121.44,USD,False,2025-10-30 22:55:46.680621,device_4264,US,23.69.158.193,approved,0,,0,2,1,0,
tx_3814,card_788,530000,Mastercard,prepaid,DE,m_12,5999,CA,202.51,USD,True,2025-10-28 18:51:30.680621,device_109,DE,51.144.127.112,approved,0,,0,5,0,15,shared_device_many_cards
tx_3815,card_1031,400100,Visa,debit,DE,m_127,5411,US,75.24,USD,False,2025-10-13 17:24:42.680621,device_226,DE,51.40.149.114,approved,0,,0,2,0,0,
tx_3816,card_357,400100,Visa,debit,CA,m_43,4814,BR,264.22,USD,True,2025-12-06 16:10:04.680621,device_2517,AU,101.9.251.142,approved,0,,0,4,0,0,
tx_3817,card_217,370000,Amex,credit,FR,m_83,4816,DE,123.33,USD,False,2025-10-18 06:44:15.680621,device_3586,FR,51.211.160.138,declined,0,,0,3,0,0,
tx_3818,card_1161,400100,Visa,debit,CA,m_178,7995,GB,805.66,USD,False,2025-11-17 01:59:46.680621,device_3175,CA,23.183.51.193,approved,1,high_amount_cnp,0,5,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3819,card_620,370000,Amex,credit,US,m_78,6011,MX,254.09,USD,True,2025-11-09 15:45:54.680621,device_1272,US,23.167.206.28,approved,0,,0,8,0,15,shared_device_many_cards
tx_3820,card_320,520000,Mastercard,debit,AU,m_19,4816,FR,270.33,USD,False,2025-10-08 08:38:36.680621,device_1360,CA,23.146.19.190,approved,1,geo_mismatch_cnp_high_risk_mcc,1,4,0,20,geo_mismatch_cnp
tx_3821,card_1130,400000,Visa,credit,DE,m_171,6051,BR,501.13,USD,False,2025-11-14 01:35:47.680621,device_3835,DE,51.52.94.184,approved,0,,0,5,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3822,card_322,510000,Mastercard,credit,DE,m_242,5411,AU,29.26,USD,True,2025-11-12 18:39:14.680621,device_4249,DE,51.22.134.52,approved,0,,0,3,0,0,
tx_3823,card_435,400000,Visa,credit,MX,m_100,5999,DE,174.13,USD,False,2025-10-24 01:43:15.680621,device_4153,US,23.211.206.220,approved,0,,0,6,0,35,"geo_mismatch_cnp,shared_device_many_cards"
tx_3824,card_866,510000,Mastercard,credit,MX,m_130,4814,MX,255.11,USD,True,2025-11-29 14:28:40.680621,device_941,MX,101.111.65.249,approved,0,,0,1,0,0,
tx_3825,card_64,400100,Visa,debit,AU,m_154,4814,GB,167.16,USD,False,2025-11-05 11:46:31.680621,device_2257,FR,51.17.195.99,approved,0,,0,6,0,35,"geo_mismatch_cnp,shared_device_many_cards"
tx_3826,card_579,530000,Mastercard,prepaid,GB,m_237,6051,FR,407.79,USD,False,2025-11-17 08:55:16.680621,device_680,DE,51.144.155.155,approved,0,,0,5,0,35,"geo_mismatch_cnp,shared_device_many_cards"
tx_3827,card_788,530000,Mastercard,prepaid,DE,m_164,4814,FR,204.87,USD,True,2025-10-22 00:11:43.680621,device_1312,DE,51.132.76.128,approved,0,,0,6,0,15,shared_device_many_cards
tx_3828,card_843,530000,Mastercard,prepaid,GB,m_158,4814,BR,57.86,USD,False,2025-11-15 02:24:00.680621,device_1568,GB,51.125.236.120,approved,0,,0,4,0,0,
tx_3829,card_57,400000,Visa,credit,DE,m_213,4814,DE,10.95,USD,False,2025-11-06 02:26:00.680621,device_3007,DE,51.37.56.16,approved,0,,0,1,0,0,
tx_3830,card_1017,400100,Visa,debit,GB,m_160,5732,CA,781.71,USD,False,2025-11-13 20:58:35.680621,device_3119,GB,51.134.62.127,approved,0,,0,6,0,40,"high_amount_cnp,shared_device_many_cards"
tx_3831,card_482,400000,Visa,credit,DE,m_148,6051,CA,308.75,USD,False,2025-12-02 15:51:02.680621,device_3349,DE,51.43.12.135,approved,0,,0,6,0,15,shared_device_many_cards
tx_3832,card_355,510000,Mastercard,credit,CA,m_60,5999,CA,213.07,USD,False,2025-10-16 22:29:03.680621,device_4108,CA,23.63.52.64,approved,0,,0,3,0,0,
tx_3833,card_306,400100,Visa,debit,AU,m_141,5732,US,707.22,USD,False,2025-11-13 16:33:48.680621,device_4910,AU,101.108.148.32,declined,1,high_amount_cnp,0,1,0,35,"high_amount_cnp,declined_high_amount"
tx_3834,card_849,400000,Visa,credit,MX,m_57,5999,MX,105.35,USD,False,2025-10-29 08:34:54.680621,device_2145,MX,101.47.101.35,approved,0,,0,4,0,0,
tx_3835,card_965,400100,Visa,debit,MX,m_6,5968,GB,36.81,USD,False,2025-11-27 00:30:14.680621,device_850,MX,101.53.159.4,approved,0,,0,4,0,0,
